,id,authors,title,abstract,doi,topic,topic_label
10,https://openalex.org/W3157103153,"['Ja‐Shen Chen', 'Tran-Thien-Y Le', 'Devina Florence']",Usability and responsiveness of artificial intelligence chatbot on online customer experience in e-retailing,"Purpose The rapid evolution in artificial intelligence (AI) has redefined the customer experience and created huge opportunities for companies to interact with customers using chatbots. This study explores role of AI chatbots influencing online satisfaction e-retailing. Design/methodology/approach A research model based on technology acceptance information system success is proposed describe interrelationships among chatbot adoption, satisfaction. Personality a moderator model. authors used quantitative approach collect 425 useable questionnaires Statistical Product Service Solutions (SPSS) SmartPLS analyze measurement hypotheses. Findings usability had positive influence extrinsic values experience, whereas responsiveness impact intrinsic experience. Furthermore, relationship satisfaction, personality influenced between Originality/value extends understanding e-retailing provides empirical evidence by showing that are enhanced adoption.",https://doi.org/10.1108/ijrdm-08-2020-0312,16,Retail Chatbots
11,https://openalex.org/W2945904062,"['Felix Weber', 'Reinhard Schütte']",State-of-the-art and adoption of artificial intelligence in retailing,"Purpose In the most abstract way, artificial intelligence (AI) allows human work to be shifted toward technological systems that are currently not fully capable. Following this, domain of retail can sketched as a natural fit for application AI tools, which known their high proportion and concurrent low profit margins. This paper aims explore current dissemination within industry. The value-added core tasks companies examined determine possible utilization market adoption globally largest is given. Design/methodology/approach uses two different approaches identify scientific state-of-the-art: search on major databases an empirical study ten international technologies in domains wholesale retail. Findings varies greatly depending area. summary, there numerous applications all areas. Especially, areas where future forecasts needed task (such marketing or replenishment), use AI, today, both scientifically practically highly developed. contrast, variable. pioneers have integrated extensive into everyday business, while challengers investing heavily new initiatives. Some others, however, show neither active nor any effort adopt such technology. Originality/value To best author’s knowledge, this one first research contributions analyze impact structured along processes companies.",https://doi.org/10.1108/dprg-09-2018-0050,2,AI & Marketing
12,https://openalex.org/W3138456747,"['Dominic Loske', 'Matthias Klumpp']",Intelligent and efficient? An empirical analysis of human–AI collaboration for truck drivers in retail logistics,"Purpose Technological advances regarding artificial intelligence (AI) are affecting the transport sector. Although fully autonomous delivery, or self-driving trucks, not operating currently, various AI applications have become fixed components of cargo vehicles. Since many research approaches primarily concentrate on technical aspects assistance systems (ASs), economic question how to improve efficiency is seldom addressed. Therefore, purpose this paper apply an analysis measure performance truck drivers supplying retail stores. Design/methodology/approach For comparative study, 90 professional in three groups compared with (1) trucks without AS, (2) AS that cannot be turned off and (3) can off. First, we build a model investigating impact expectation, effort social influence facilitating conditions behavioural intention use AS. Second, explore drivers' actual technology use, misuse disuse; operationalize these constructs; merge them our constructs create one econometric model. Findings The human–AI system was found most efficient. Additionally, ASs did lead usage AI-alone observation group, but group. Several in-depth analyses showed group used at higher level than manipulations through, for example, kickdowns manual break operations led conscious overriding cruise control and, consequently, diesel consumption, variable costs lower logistical operations. Research limitations/implications Efficiency data envelopment is, by design, limited applied input output factors. Originality/value This study represents first quantitative digitalization (i.e. driver efficiency). Furthermore, combining real application scenario.",https://doi.org/10.1108/ijlm-03-2020-0149,3,AI in Supply Chain
13,https://openalex.org/W4386196476,"['Hsi‐Peng Lu', 'Hsiang-Ling Cheng', 'Jen-Chuen Tzou', 'Chiao-Shan Chen']",Technology roadmap of AI applications in the retail industry,"New retail, an online-merge-offline system with artificial intelligence (AI) applications, became popular after the COVID-19 pandemic. This research introduces a novel technology roadmap methodology for new retail studying 30 smart cases. Upon conducting panel discussions, this study identified 16 service 10 4 application types, and AI development stages. Based on correlation analysis, it was found that should: (1) aim towards fourth stage of development, such as image generation technology; (2) develop seamless shopping process; (3) formulate cloud integration platforms integrating data consumer behavior. Overall, findings obtained could be promising reference future studies in industry.",https://doi.org/10.1016/j.techfore.2023.122778,4,Retail AI
14,https://openalex.org/W3048871739,"['Rishi P. Singh', 'Grant L. Hom', 'Michael D. Abràmoff', 'Nicole Eter', 'Michael F. Chiang']","Current Challenges and Barriers to Real-World Artificial Intelligence Adoption for the Healthcare System, Provider, and the Patient","Artificial intelligence (AI), or the use of automated systems that display ability to correctly interpret, learn from, and achieve specific goals by external data, is an emerging technology has myriad implications for changing way we interact with world. Although this already being used in many fields such as banking, retail, education, AI potential transform other including healthcare. Within healthcare, ophthalmology uniquely positioned benefit from not only through clinical decision support but also improved image processing innovations real-time segmentation, quality improvements, assisted autonomous disease screening tools.1,2 there are now Food Drug Administration–approved technologies within ophthalmology, IDx-DR (Coralville, IA, USA) early diagnosis diabetic retinopathy macular edema, numerous challenges still exist realize potentially transformative impact these day practice.

The need community take a thoughtful approach innovation implementation accentuated high stakes involved. The misleading patients clinicians on health condition much greater than retail store misinterpreting next book you may like buy. As result, increase discussion about issues surrounding who, what, when, how, why might practice, ethical liability considerations, determine how best implement all stakeholders practitioners, patients, practices/hospitals, industry. This article aims highlight barriers real-world adoption technology's utility. We examine will face care organizations, providers, patients.",https://doi.org/10.1167/tvst.9.2.45,10,AI in Healthcare
15,https://openalex.org/W4391898540,"['David Iyanuoluwa Ajiga', 'Ndubuisi Leonard Ndubuisi', 'Onyeka Franca Asuzu', 'Oluwaseyi Rita Owolabi', 'Tula Sunday Tubokirifuruar', 'Rhoda Adura Adeleye']",AI-DRIVEN PREDICTIVE ANALYTICS IN RETAIL: A REVIEW OF EMERGING TRENDS AND CUSTOMER ENGAGEMENT STRATEGIES,"As the retail landscape undergoes a profound transformation in era of digitalization, integration Artificial Intelligence (AI) and predictive analytics has emerged as pivotal force reshaping industry. This paper provides comprehensive review latest trends AI-driven within sector explores innovative customer engagement strategies that leverage these advanced technologies. The begins by elucidating foundational concepts AI analytics, highlighting their synergistic role forecasting consumer behavior, demand patterns, market trends. then delves into emerging trends, such machine learning algorithms, natural language processing, computer vision, are revolutionizing way retailers harness data for strategic decision-making. In addition to outlining technological advancements, emphasizes crucial quality ethical considerations implementation analytics. It examines challenges associated with privacy concerns, algorithmic bias, need transparent models ensure responsible fair use data. Furthermore, spectrum enabled From personalized shopping experiences targeted marketing campaigns dynamic pricing inventory optimization, deploying approaches enhance satisfaction loyalty. also discusses case studies successful implementations leading enterprises, showcasing tangible benefits improved operational efficiency, increased sales, enhanced retention. These real-world examples illustrate transformative impact on diverse aspects value chain. By examining strategies, it serves valuable resource industry professionals, researchers, policymakers seeking navigate evolving sector.&#x0D; Keywords: Predictive Analytics, Retail Industry, Customer Engagement Strategies, Machine Learning Algorithms, Natural Language Processing.",https://doi.org/10.51594/ijmer.v6i2.772,9,AI & Privacy
16,https://openalex.org/W3003326204,"['Rajesh Gupta', 'Sudeep Tanwar', 'Fadi Al‐Turjman', 'Prit Italiya', 'Ali Nauman', 'Sung Won Kim']","Smart Contract Privacy Protection Using AI in Cyber-Physical Systems: Tools, Techniques and Challenges","Applications of Blockchain (BC) technology and Cyber-Physical Systems (CPS) are increasing exponentially. However, framing resilient correct smart contracts (SCs) for these application is a quite challenging task because the complexity associated with them. SC modernizing traditional industrial, technical, business processes. It self-executable, self-verifiable, embedded into BC that eliminates need trusted third-party systems, which ultimately saves administration as well service costs. also improves system efficiency reduces security risks. SCs encouraging new technological reforms in Industry 4.0, but still, various privacy challenges to be addressed. In this paper, survey on vulnerabilities software code can easily hacked by malicious user or may compromise entire network presented. As per literature, related not explored much authors around world. From existing proposals, it has been observed designing complex cannot mitigate its issues. So, paper investigates Artificial Intelligence (AI) techniques tools protection. Then, open issues AI-based analyzed. Finally, case study retail marketing presented, uses AI preserve privacy.",https://doi.org/10.1109/access.2020.2970576,5,Blockchain & Energy
17,https://openalex.org/W2905094505,"['Tiago M. Fernández‐Caramés', 'Paula Fraga‐Lamas']",Towards The Internet of Smart Clothing: A Review on IoT Wearables and Garments for Creating Intelligent Connected E-Textiles,"Technology has become ubiquitous, it is all around us and becoming part of us. Togetherwith the rise Internet Things (IoT) paradigm enabling technologies (e.g., Augmented Reality (AR), Cyber-Physical Systems, Artificial Intelligence (AI), blockchain or edge computing), smart wearables IoT-based garments can potentially have a lot influence by harmonizing functionality delight created fashion. Thus, clothes look for balance among fashion, engineering, interaction, user experience, cybersecurity, design science to reinvent that anticipate needs desires. Nowadays, rapid convergence textile electronics seamless massive integration sensors into textiles development conductive yarn. The potential fabrics, which communicate with smartphones process biometric information such as heart rate, temperature, breathing, stress, movement, acceleration, even hormone levels, promises new era retail. This article reviews main requirements developing IoT-enabled shows clothing impact on business models in medium-term. Specifically, global IoT architecture proposed, types components are presented, their analyzed some most recent applications studied. In this way, past present order provide guidelines future developers network where will be connected like other objects: Smart Clothing.",https://doi.org/10.3390/electronics7120405,13,AI in Fashion
18,https://openalex.org/W4316114732,"['Ana Isabel Canhoto', 'Brendan James Keegan', 'Maria Ryzhikh']",Snakes and Ladders: Unpacking the Personalisation-Privacy Paradox in the Context of AI-Enabled Personalisation in the Physical Retail Environment,"Abstract Artificial intelligence (AI) is expected to bring the physical retail environment kind of mass personalisation that already common in online commerce, delivering offers are targeted each customer, and adapt changes customer’s context. However, factors related in-store environment, small screen where offer delivered, privacy concerns, create uncertainty regarding how customers might react highly personalised delivered their smartphones while they a store. To investigate exposed this type AI-enabled, offer, perceive it respond it, we use personalisation-privacy paradox lens. Case study data focused on UK based, female, fashion shoppers such reveal seek discounts desired items improvement experience; resent interruptions generic offers; express strong desire for autonomy; attempt control access private information improve recommendations receive. Our analysis also exposes contradictions customers’ expectations requires location tracking. We conclude by drawing an analogy popular Snakes Ladders game, illustrate delicate balance between drivers barriers acceptance in-store.",https://doi.org/10.1007/s10796-023-10369-7,9,AI & Privacy
19,https://openalex.org/W2935859503,['Komal Chopra'],Indian shopper motivation to use artificial intelligence,"Purpose The purpose of this paper is to understand motivation young consumers use artificial intelligence (AI) tools such as chatbots, voice assistants and augmented reality in shopping by generating Vroom’s expectancy theory using grounded approach. Design/methodology/approach Grounded approach has been used develop the theory. Initially data were collected through participant interviews theoretical sampling. These analyzed coded three step process, i.e. open coding, axial coding selective coding. categories created during integrated generate motivation. Findings findings indicate that can be explain AI an aid taking decisions. may intrinsic motivation, extrinsic or force choice Expectancy represents ease tools, instrumentality competence performing desired tasks while valence satisfaction, rewarding experience trust tools. Research limitations/implications study are based on which inductive Alternate research methodologies, both deductive, need employed strengthen external validity generalize results. limited motives India. A comparison with other consumer motivational studies not done. Hence no claim made regarding advantage over theories. Practical implications strong for retailers developing countries seen emerging market retail have introduced recent years. will help shopping. Originality/value was generated",https://doi.org/10.1108/ijrdm-11-2018-0251,6,Consumer Behavior
20,https://openalex.org/W3137830095,['Lanlan Cao'],Artificial intelligence in retail: applications and value creation logics,"Purpose This paper seeks to answer three questions about how retailers can benefit from AI. (1) What are the main strategies for improve their AI-related data management? (2) How do use AI provide solutions in business processes? (3) value creation logics of applications retail? Design/methodology/approach Data- and solution-centric perspectives, as well concept logics, serve build analytical framework. The grounded theory multiple-case analysis 54 representative retailers' adoptions implementations between 2008 2018 help investigate firm's logics. Findings study identifies five management reveals 28 AI-powered solutions, changing 14 processes, with areas involved create via four logics: automation, hyper-personalization, complementarity innovation. Research limitations/implications advances research into by providing propositions an integrative framework understand firms However, secondary exploratory still limit findings. Practical implications findings retail managers that them develop a rationale strategic choices best practices relating adoption implementation Originality/value originality this lies its systematic examination creations retail. guidance, rational take action embrace great opportunities created technologies.",https://doi.org/10.1108/ijrdm-09-2020-0350,2,AI & Marketing
21,https://openalex.org/W3122124130,"['Stephanie Assad', 'Robert Clark', 'Daniel Ershov', 'Lei Xu']",Algorithmic Pricing and Competition: Empirical Evidence from the German Retail Gasoline Market,"Economic theory provides ambiguous and conflicting predictions about the association between algorithmic pricing competition. In this paper we provide first empirical analysis of relationship. We study Germany's retail gasoline market where algorithmic-pricing software became widely available by mid-2017, for which have access to comprehensive, highfrequency price data. Because adoption dates are unknown, identify gas stations that adopt testing structural breaks in markers associated with pricing. find a large number station-level around suspected time large-scale adoption. Using information investigate impact on outcomes linked is endogenous, use brand headquarter-level decisions as instruments. Our IV results show increases margins 9%, but only non-monopoly markets. Restricting attention duopoly markets, market-level do not change when one two adopts, increase 28% markets both do. These suggest AI has significant effect",https://doi.org/10.2139/ssrn.3682021,3,AI in Supply Chain
22,https://openalex.org/W4379742848,"['Rebekah Inez Brau', 'Nada R. Sanders', 'John Aloysius', 'Donnie Williams']","Utilizing people, analytics, and AI for decision making in the digitalized retail supply chain","Abstract Our research reveals the continued and evolving role of human factor in decision making digitalized retail supply chains. We compare managerial roles a pre‐ post‐COVID era through conducting in‐depth interviews 25 executives spanning chain ecosystem. use grounded theory to develop four main contributions. First , we find that involvement judgment is found be progressively greater moving up chain, away from customer demand signal. Second integration analytics now primary method making, identify elements needed for success. Third an essential framework successful process. Fourth isolate necessary components process analytics/artificial intelligence (AI) implementation. paper offers important insights into how AI are—and should used—in opportunities researchers understand changing",https://doi.org/10.1111/jbl.12355,3,AI in Supply Chain
23,https://openalex.org/W4393326748,"['Kamala Venigandla', 'Navya Vemuri', 'Naresh Thaneeru', 'Venkata Manoj Tatikonda']",Leveraging AI-Enhanced Robotic Process Automation for Retail Pricing Optimization: A Comprehensive Analysis,"Pricing strategies are of paramount importance in the fiercely competitive retail sector, exerting a substantial influence on company's financial performance and market standing. The amalgamation artificial intelligence (AI) robotic process automation (RPA) presents merchants with potentially revolutionary opportunity to include augment their pricing via automation. present research article investigates field AI-enhanced Robotic Process Automation within realm pricing. It aims analyses impact RPA decision-making processes, operational efficiency, overall organizational success. This offers thorough examination pertinent scholarly works, empirical examples, theoretical frameworks investigate advantages, challenges, potential future trajectories associated utilization sector.",https://doi.org/10.60087/jklst.vol2.n2.p370,-1,AI & Human Retail
24,https://openalex.org/W2964474528,"['Jinho Park', 'Mikail Mohammed Salim', 'Jeong Hoon Jo', 'Jose Costa Sapalo Sicato', 'Shailendra Rathore', 'Jong Hyuk Park']",CIoT-Net: a scalable cognitive IoT based smart city network architecture,"Abstract In the recent era, artificial intelligence (AI) is being used to support numerous solutions for human beings, such as healthcare, autonomous transportation, and so on. Cognitive computing represented a next-generation application AI-based which provide human–machine interaction with personalized interactions services that imitate behavior. On other hand, large volume of data generated from smart city applications retail industry, firefighting. There always concern on how efficiently manage data. Recently many existing researches discussed analysis quantity using cognitive computing; however, these are failed handle certain problems, namely scalability, flexibility gathered in environment. Data captured millions sensors can be cross implemented across various ensure real-time responses. this paper, we study internet things (CIoT) propose CIoT-based network (CIoT-Net) architecture describes analyzed scalability problems. We discuss technologies AI big implement proposed architecture. Finally, describe possible research challenges opportunities while implementing",https://doi.org/10.1186/s13673-019-0190-9,8,IoT & Smart Tech
25,https://openalex.org/W4403451191,['Mitra Tithi Dey'],Explainable Artificial Intelligence (XAI),"Explainable AI (XAI) is important in situations where decisions have significant effects on the results to make systems more reliable, transparent, and people understand how work. In this chapter, an overview of AI, its evolution are discussed, emphasizing need for robust policy regulatory frameworks responsible deployment. Then key concept use XAI models been discussed. This work highlights XAI's significance sectors like healthcare, finance, transportation, retail, supply chain management, robotics, manufacturing, legal criminal justice, etc. profound human societal impacts. Then, with integrated IoT renewable energy management scope smart cities addressed. The study particularly focuses implementations solutions, specifically solar power integration, addressing challenges ensuring transparency, accountability, fairness AI-driven decisions.",https://doi.org/10.4018/979-8-3693-7822-9.ch012,5,Blockchain & Energy
26,https://openalex.org/W3013109186,['Andrew McStay'],"Emotional AI, soft biometrics and the surveillance of emotional life: An unusual consensus on privacy","By the early 2020s, emotional artificial intelligence (emotional AI) will become increasingly present in everyday objects and practices such as assistants, cars, games, mobile phones, wearables, toys, marketing, insurance, policing, education border controls. There is also keen interest using these technologies to regulate optimize experiences of spaces, workplaces, hospitals, prisons, classrooms, travel infrastructures, restaurants, retail chain stores. Developers frequently claim that their applications do not identify people. Taking at face value, this paper asks, what are privacy implications AI individuals? To investigate perspectives on soft non-identifying AI, draws upon following: over 100 interviews with emotion detection industry, legal community, policy-makers, regulators NGOs interested privacy; a workshop stakeholders design ethical codes for data about emotions; UK survey 2068 citizens feelings capture technologies. It finds weak consensus among social need privacy, driven by different interests motivations. Given consensus, it concludes there exists limited window opportunity societally agree principles practice regarding use emotions.",https://doi.org/10.1177/2053951720904386,9,AI & Privacy
27,https://openalex.org/W2593573916,['Luke Tredinnick'],Artificial intelligence and professional roles,"2017 promises to be the year that artificial intelligence (AI) moves out of film and fiction into workplace. While automation has become commonplace in retail services, from ubiquitous uptake automatic tills growing influence intelligent service agents, anxiety about impact AI on professional roles been gradually increasing popular discourse. Writing Guardian December 2016 theoretical physicist Stephen Hawking warned “the rise is likely extend this job destruction deep middle classes, with only most caring, creative or supervisory remaining” (Hawking, 2016). A report Telegraph “many middle-class professionals will outsourced machines within next few decades” (Knapton, Automation - once preserve manufacturing threating overtake managerial classes.

Anxieties jobs are not new. Half a century ago father modern computing Alan Turing predicted “great opposition intellectuals who were afraid being put job” added “once machine thinking method had started, it would take long outstrip our feeble powers (1951: 475). At some stage, argued, “we should have expect control” Although we yet at seems inevitable significant over decades, may even perhaps threaten very existence numerous fields. This coming social economic transformation known as fourth industrial revolution; following ages steam, electricity, information technology, age automation, learning, almost upon us.

But what intelligence, kinds areas currently exploited, near future? special edition Out-of-the-Box explores emerging area Artificial Intelligence, learning business contexts. It review current state play systems, how they making their way commercial",https://doi.org/10.1177/0266382117692621,0,AI in Industry
28,https://openalex.org/W4377020544,"['Akriti Taneja', 'Gayathri Nair', 'Manisha Joshi', 'Somesh Sharma', 'Surabhi Sharma', 'Anet \xadRežek \xadJambrak', 'Elena Roselló‐Soto', 'Francisco J. Barba', 'Juan Manuel Castagnini', 'Noppol Leksawasdi', 'Yuthana Phimolsiripol']",Artificial Intelligence: Implications for the Agri-Food Sector,"Artificial intelligence (AI) involves the development of algorithms and computational models that enable machines to process analyze large amounts data, identify patterns relationships, make predictions or decisions based on analysis. AI has become increasingly pervasive across a wide range industries sectors, with healthcare, finance, transportation, manufacturing, retail, education, agriculture are few examples mention. As technology continues advance, it is expected have an even greater impact in future. For instance, being used agri-food sector improve productivity, efficiency, sustainability. It potential revolutionize several ways, including but not limited precision agriculture, crop monitoring, predictive analytics, supply chain optimization, food processing, quality control, personalized nutrition, safety. This review emphasizes how recent developments transformed by improving reducing waste, enhancing safety quality, providing particular examples. Furthermore, challenges, limitations, future prospects field summarized.",https://doi.org/10.3390/agronomy13051397,5,Blockchain & Energy
29,https://openalex.org/W4292972809,"['Xiangjie Kong', 'Yuhan Wu', 'Hui Wang', 'Feng Xia']",Edge Computing for Internet of Everything: A Survey,"In this era of the Internet Everything (IoE), edge computing has emerged as critical enabling technology to solve a series issues caused by an increasing amount interconnected devices and large-scale data transmission. However, deficiencies paradigm are gradually being magnified in context IoE, especially terms service migration, security privacy preservation, deployment node. These can not be well addressed conventional approaches. Thanks rapid development upcoming technologies, such artificial intelligence (AI), blockchain, microservices, novel more effective solutions have been applied existing challenges. addition, deeply integrated with technologies other domains (e.g., AI, 6G, digital twin) through interdisciplinary intersection practice, releasing potential for mutual benefit. promising integrations need further explored researched. provides strong support applications scenarios, remote working, new physical retail industries, advertising, which greatly changed way we live, work, study. article, present up-to-date survey research. addition introducing definition, model, characteristics computing, discuss set key supported emerging IoE era. Furthermore, explore trends from perspective integration. Finally, application scenarios final form discussed.",https://doi.org/10.1109/jiot.2022.3200431,8,IoT & Smart Tech
